date,type,comments,entry_time,exit_time,entry_price,exit_price,stop_loss_price,take_profit_price,pnl,exit_reason
0707,Put,Reversal Strategy,2025-07-07 09:25:00,2025-07-07 09:29:00,143.65,153.70550000000003,133.59449999999998,153.70550000000003,10.055500000000023,Target Profit (7%)
0707,Put,Reversal Strategy,2025-07-07 09:41:00,2025-07-07 09:46:00,131.0,140.17000000000002,121.83,140.17000000000002,9.170000000000016,Target Profit (7%)
0707,Call,Reversal Strategy,2025-07-07 09:54:00,2025-07-07 09:57:00,164.0,175.48000000000002,152.51999999999998,175.48000000000002,11.480000000000018,Target Profit (7%)
0707,Call,Reversal Strategy,2025-07-07 10:14:00,2025-07-07 10:49:00,150.9,161.46300000000002,140.337,161.46300000000002,10.563000000000017,Target Profit (7%)
0707,Put,Reversal Strategy,2025-07-07 10:36:00,2025-07-07 10:47:00,142.8,132.804,132.804,152.79600000000002,-9.99600000000001,Stop Loss (7%)
0707,Put,Reversal Strategy,2025-07-07 10:50:00,2025-07-07 11:00:00,136.6,127.03799999999998,127.03799999999998,146.162,-9.562000000000012,Stop Loss (7%)
0707,Put,Reversal Strategy,2025-07-07 10:57:00,2025-07-07 11:02:00,132.8,123.504,123.504,142.09600000000003,-9.296000000000006,Stop Loss (7%)
0707,Put,Reversal Strategy,2025-07-07 11:04:00,2025-07-07 11:26:00,126.25,135.0875,117.4125,135.0875,8.837500000000006,Target Profit (7%)
0707,Put,Reversal Strategy,2025-07-07 11:07:00,2025-07-07 11:25:00,125.55,134.3385,116.76149999999998,134.3385,8.788500000000013,Target Profit (7%)
0707,Put,Reversal Strategy,2025-07-07 11:09:00,2025-07-07 11:23:00,125.3,134.071,116.529,134.071,8.771,Target Profit (7%)
0707,Call,Reversal Strategy,2025-07-07 11:53:00,2025-07-07 12:15:00,148.9,138.477,138.477,159.323,-10.423000000000002,Stop Loss (7%)
0707,Call,Reversal Strategy,2025-07-07 11:59:00,2025-07-07 12:15:00,149.05,138.6165,138.6165,159.48350000000002,-10.43350000000001,Stop Loss (7%)
0707,Call,Reversal Strategy,2025-07-07 12:19:00,2025-07-07 12:21:00,136.35,145.8945,126.80549999999998,145.8945,9.5445,Target Profit (7%)
0707,Put,Reversal Strategy,2025-07-07 12:36:00,2025-07-07 12:59:00,138.75,148.4625,129.0375,148.4625,9.712500000000006,Target Profit (7%)
0707,Put,Reversal Strategy,2025-07-07 12:47:00,2025-07-07 12:59:00,138.55,148.2485,128.85150000000002,148.2485,9.698499999999996,Target Profit (7%)
0707,Call,Reversal Strategy,2025-07-07 13:04:00,2025-07-07 13:12:00,139.25,148.9975,129.5025,148.9975,9.747500000000002,Target Profit (7%)
0707,Put,Reversal Strategy,2025-07-07 13:17:00,2025-07-07 14:22:00,135.7,126.20099999999998,126.20099999999998,145.19899999999998,-9.49900000000001,Stop Loss (7%)
0707,Put,Reversal Strategy,2025-07-07 13:52:00,2025-07-07 14:31:00,133.8,143.16600000000003,124.434,143.16600000000003,9.366000000000014,Target Profit (7%)
0707,Call,Reversal Strategy,2025-07-07 13:56:00,2025-07-07 14:31:00,152.4,141.732,141.732,163.068,-10.668000000000006,Stop Loss (7%)
0707,Put,Reversal Strategy,2025-07-07 14:08:00,2025-07-07 14:31:00,130.9,140.06300000000002,121.737,140.06300000000002,9.163000000000011,Target Profit (7%)
0707,Call,Reversal Strategy,2025-07-07 14:34:00,2025-07-07 15:00:00,141.5,151.405,131.595,151.405,9.905000000000001,Target Profit (7%)
0707,Call,Reversal Strategy,2025-07-07 14:54:00,2025-07-07 15:00:00,142.15,152.1005,132.1995,152.1005,9.950500000000005,Target Profit (7%)
0707,Put,Reversal Strategy,2025-07-07 15:08:00,2025-07-07 15:29:00,132.2,132.0,122.94599999999998,141.454,-0.19999999999998863,End of Day
0707,Put,Reversal Strategy,2025-07-07 15:29:00,2025-07-07 15:29:00,132.85,132.0,123.55049999999999,142.1495,-0.8499999999999943,End of Day
